CONTRACT_ID,COUNTERPARTY_ID,COUNTERPARTY_TYPE,COUNTRY_CODE,INTERNAL_RATING,SECTOR_CODE,PRODUCT_TYPE,ASSET_CLASS,ORIGINAL_AMOUNT,OUTSTANDING_BALANCE,RESIDUAL_VALUE,PROVISION_AMOUNT,MATURITY_DATE,STATUS,COLLATERAL_TYPE,COLLATERAL_VALUE,HAIRCUT_PCT,ELIGIBLE_FLAG,SEGMENT_CODE,PD_VALUE,LGD_VALUE,EAD_VALUE,RISK_WEIGHT,RWA_VALUE,CAPITAL_REQUIREMENT,CALCULATION_DATE,CALC_STATUS
2010,204,RETAIL,ESP,BB,M,OPERATING_LEASE,PASSENGER_CAR,33880.51,10767.46,7574.99,157.32,2026-05-29,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.01,0.45,18185.129999999997,0.75,13638.85,1091.11,2026-05-11,VALID
2011,572,CORPORATE,FRA,BBB,L,OPERATING_LEASE,PASSENGER_CAR,483600.01,303530.7,104420.47,4386.6,2028-03-07,ACTIVE,VEHICLE,163935.02,0.2,1,CORPORATE,0.0025,0.23625907968085505,403564.57000000007,1.0,403564.57,32285.17,2026-05-11,VALID
2012,913,CORPORATE,BEL,BBB,H,OPERATING_LEASE,EQUIPMENT,253792.66,60571.56,37710.81,1085.51,2029-06-26,ACTIVE,VEHICLE,60667.89,0.2,1,CORPORATE,0.0025,0.17523088503064804,97196.85999999999,1.0,97196.86,7775.75,2026-05-11,VALID
2013,928,CORPORATE,ITA,BB,F,OPERATING_LEASE,PASSENGER_CAR,4979281.98,3371796.77,1019268.02,58075.29,2025-09-21,ACTIVE,REAL_ESTATE,2001931.46,0.1,1,CORPORATE,0.01,0.20446343456405788,4332989.5,1.0,4332989.5,346639.16,2026-05-11,VALID
2014,1166,CORPORATE,FRA,B,H,OPERATING_LEASE,PASSENGER_CAR,432658.77,189138.43,62872.8,568.43,2027-05-27,ACTIVE,VEHICLE,204953.79,0.2,1,CORPORATE,0.05,0.12176892239507352,251442.8,1.0,251442.8,20115.42,2026-05-11,VALID
2015,463,CORPORATE,FRA,BBB,H,FINANCE_LEASE,LCV,2230603.8,507033.46,0.0,9594.31,2024-09-28,ACTIVE,VEHICLE,289033.83,0.2,1,CORPORATE,0.0025,0.1873077945312507,497439.15,1.0,497439.15,39795.13,2026-05-11,VALID
2016,1299,SME,DEU,BB,K,OPERATING_LEASE,PASSENGER_CAR,127730.4,33981.4,13990.86,102.61,2028-11-21,ACTIVE,VEHICLE,23832.05,0.2,1,SME_RETAIL,0.01,0.21060115334037327,47869.65,0.75,35902.24,2872.18,2026-05-11,VALID
2017,674,SME,FRA,A,A,OPERATING_LEASE,PASSENGER_CAR,500000.0,262300.22,30454.57,2957.79,2029-09-22,ACTIVE,VEHICLE,188931.0,0.2,1,SME_RETAIL,0.001,0.1674560813258936,289796.99999999994,0.75,217347.75,17387.82,2026-05-11,VALID
2018,370,CORPORATE,DEU,B,M,OPERATING_LEASE,PASSENGER_CAR,1955210.8,764029.9,176423.57,2390.7,2024-11-02,ACTIVE,GUARANTEE,880913.63,0.15,1,CORPORATE,0.05,0.1,938062.77,1.0,938062.77,75045.02,2026-05-11,VALID
2019,1104,CORPORATE,FRA,BB,H,OPERATING_LEASE,PASSENGER_CAR,1006274.4,515565.7,197231.2,3909.26,2025-09-08,ACTIVE,GUARANTEE,614405.47,0.15,1,CORPORATE,0.01,0.1,708887.64,1.0,708887.64,56711.01,2026-05-11,VALID
2020,192,RETAIL,FRA,B,M,OPERATING_LEASE,TRUCK,26984.71,21083.74,2275.95,334.23,2026-09-27,ACTIVE,VEHICLE,18493.09,0.2,1,RETAIL,0.05,0.12511566761315518,23025.460000000003,0.75,17269.1,1381.53,2026-05-11,VALID
2021,608,RETAIL,FRA,D,H,OPERATING_LEASE,LCV,17670.38,1612.39,4068.35,925.73,2028-03-05,DEFAULT,VEHICLE,1395.42,0.2,1,DEFAULTED,1.0,0.2678303305355824,4755.01,1.5,7132.52,570.6,2026-05-11,VALID
2022,1172,SME,ITA,BBB,H,OPERATING_LEASE,PASSENGER_CAR,20928.98,8460.53,1375.38,54.3,2024-03-03,ACTIVE,VEHICLE,7430.16,0.2,1,SME_RETAIL,0.0025,0.1373105961084116,9781.61,0.75,7336.21,586.9,2026-05-11,VALID
2023,1157,RETAIL,BEL,BBB,C,OPERATING_LEASE,PASSENGER_CAR,23799.68,10088.65,1433.34,87.97,2028-12-18,ACTIVE,VEHICLE,9564.89,0.2,1,RETAIL,0.0025,0.11577186326418877,11434.02,0.75,8575.52,686.04,2026-05-11,VALID
2025,250,SME,DEU,BBB,C,FINANCE_LEASE,TRUCK,124037.68,55530.59,0.0,662.12,2030-04-06,ACTIVE,VEHICLE,39289.34,0.2,1,SME_RETAIL,0.0025,0.14950206010847394,54868.469999999994,0.75,41151.35,3292.11,2026-05-11,VALID
2026,48,RETAIL,ESP,BB,L,FINANCE_LEASE,PASSENGER_CAR,14289.34,8001.6,0.0,143.63,2027-07-14,ACTIVE,VEHICLE,7427.8,0.2,1,RETAIL,0.01,0.1,7857.97,0.75,5893.48,471.48,2026-05-11,VALID
2027,135,SME,ITA,D,F,FINANCE_LEASE,LCV,416060.05,239842.97,0.0,183217.54,2026-11-10,DEFAULT,VEHICLE,159329.51,0.2,1,DEFAULTED,1.0,0.1,56625.42999999999,1.5,84938.14,6795.05,2026-05-11,VALID
2028,1238,SME,BEL,BBB,A,FINANCE_LEASE,PASSENGER_CAR,27796.1,18146.68,0.0,68.07,2023-11-17,ACTIVE,GUARANTEE,16813.19,0.15,1,SME_RETAIL,0.0025,0.1,18078.61,0.75,13558.96,1084.72,2026-05-11,VALID
2029,1176,SME,ESP,BBB,H,OPERATING_LEASE,PASSENGER_CAR,196963.16,23456.73,20069.14,257.21,2027-11-11,ACTIVE,VEHICLE,26517.73,0.2,1,SME_RETAIL,0.0025,0.17839855914188235,43268.66,0.75,32451.5,2596.12,2026-05-11,VALID
2030,759,RETAIL,BEL,AA,L,FINANCE_LEASE,TRUCK,32619.84,15135.83,0.0,141.29,2027-05-01,ACTIVE,VEHICLE,15709.7,0.2,1,RETAIL,0.0005,0.1,14994.539999999999,0.75,11245.9,899.67,2026-05-11,VALID
2031,856,SME,FRA,BB,H,OPERATING_LEASE,TRUCK,222132.08,162567.65,17694.94,2864.44,2027-01-20,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.01,0.45,177398.15,0.75,133048.61,10643.89,2026-05-11,VALID
2032,490,SME,DEU,A,A,OPERATING_LEASE,PASSENGER_CAR,21175.93,9731.2,1162.24,17.31,2025-10-20,ACTIVE,VEHICLE,6765.31,0.2,1,SME_RETAIL,0.001,0.17583080562663372,10876.130000000001,0.75,8157.1,652.57,2026-05-11,VALID
2033,289,SME,FRA,B,G,OPERATING_LEASE,TRUCK,151889.33,97336.37,8422.54,88.5,2027-01-24,ACTIVE,VEHICLE,76713.51,0.2,1,SME_RETAIL,0.05,0.14672849949195807,105670.41,0.75,79252.81,6340.22,2026-05-11,VALID
2034,18,RETAIL,FRA,CCC,K,OPERATING_LEASE,LCV,9991.8,5809.27,724.75,20.21,2029-04-05,ACTIVE,GUARANTEE,3254.11,0.15,1,RETAIL,0.15,0.2013776537848049,6513.81,0.75,4885.36,390.83,2026-05-11,VALID
2035,1008,RETAIL,FRA,CCC,C,FINANCE_LEASE,TRUCK,8240.41,3858.55,0.0,51.85,2030-10-05,ACTIVE,VEHICLE,2321.1,0.2,1,RETAIL,0.15,0.1792725983134999,3806.7000000000003,0.75,2855.02,228.4,2026-05-11,VALID
2036,53,SME,ESP,BBB,A,OPERATING_LEASE,TRUCK,62667.46,7585.0,8754.82,49.37,2028-05-20,ACTIVE,VEHICLE,9094.45,0.2,1,SME_RETAIL,0.0025,0.19368473553523685,16290.45,0.75,12217.84,977.43,2026-05-11,VALID
2037,158,SME,FRA,B,H,FINANCE_LEASE,PASSENGER_CAR,75764.16,46966.39,0.0,91.53,2029-06-02,ACTIVE,VEHICLE,53624.57,0.2,1,SME_RETAIL,0.05,0.1,46874.86,0.75,35156.15,2812.49,2026-05-11,VALID
2038,1189,RETAIL,FRA,A,C,FINANCE_LEASE,EQUIPMENT,15724.38,8350.62,0.0,148.05,2029-04-04,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.001,0.45,8202.570000000002,0.75,6151.93,492.15,2026-05-11,VALID
2039,875,SME,NLD,BBB,L,OPERATING_LEASE,PASSENGER_CAR,59714.05,3291.21,5524.8,50.18,2027-11-29,ACTIVE,REAL_ESTATE,3095.08,0.1,1,SME_RETAIL,0.0025,0.23877833587920366,8765.83,0.75,6574.37,525.95,2026-05-11,VALID
2040,735,RETAIL,FRA,BB,G,OPERATING_LEASE,PASSENGER_CAR,15947.22,3766.27,3576.48,66.62,2025-08-23,ACTIVE,GUARANTEE,2622.96,0.15,1,RETAIL,0.01,0.2427547198854336,7276.13,0.75,5457.1,436.57,2026-05-11,VALID
2041,328,SME,ITA,BBB,A,OPERATING_LEASE,PASSENGER_CAR,260719.94,27443.28,51916.4,61.41,2029-11-22,ACTIVE,VEHICLE,21242.15,0.2,1,SME_RETAIL,0.0025,0.2749945553667186,79298.27,0.75,59473.7,4757.9,2026-05-11,VALID
2042,225,RETAIL,FRA,BBB,A,OPERATING_LEASE,TRUCK,22122.46,12459.61,4331.66,78.54,2029-06-26,ACTIVE,VEHICLE,8018.44,0.2,1,RETAIL,0.0025,0.21566149276629248,16712.73,0.75,12534.55,1002.76,2026-05-11,VALID
2043,700,RETAIL,DEU,BB,K,FINANCE_LEASE,PASSENGER_CAR,6561.1,417.5,0.0,5.22,2027-10-04,ACTIVE,VEHICLE,486.49,0.2,1,RETAIL,0.01,0.1,412.28,0.75,309.21,24.74,2026-05-11,VALID
2044,538,RETAIL,ESP,AAA,F,FINANCE_LEASE,PASSENGER_CAR,5000.0,4040.89,0.0,6.38,2025-09-22,ACTIVE,VEHICLE,4326.21,0.2,1,RETAIL,0.0003,0.1,4034.5099999999998,0.75,3025.88,242.07,2026-05-11,VALID
2045,802,RETAIL,FRA,BB,H,FINANCE_LEASE,TRUCK,26070.11,23533.71,0.0,466.7,2028-05-03,ACTIVE,VEHICLE,16605.15,0.2,1,RETAIL,0.01,0.14843759550977775,23067.01,0.75,17300.26,1384.02,2026-05-11,VALID
2046,248,SME,ITA,BBB,L,OPERATING_LEASE,PASSENGER_CAR,72321.23,67115.63,10610.01,1332.66,2026-05-30,ACTIVE,VEHICLE,50591.27,0.2,1,SME_CORP,0.0025,0.16456993037841955,76392.98,0.85,64934.03,5194.72,2026-05-11,VALID
2047,348,RETAIL,ESP,BB,F,FINANCE_LEASE,PASSENGER_CAR,7832.34,1988.83,0.0,20.63,2027-09-01,ACTIVE,VEHICLE,1009.82,0.2,1,RETAIL,0.01,0.20634102225383597,1968.1999999999998,0.75,1476.15,118.09,2026-05-11,VALID
2048,170,CORPORATE,ESP,B,J,FINANCE_LEASE,PASSENGER_CAR,611185.98,302920.13,0.0,18203.92,2028-10-28,WATCHLIST,GUARANTEE,208261.84,0.15,1,CORPORATE,0.05,0.1323871798518251,284716.21,1.0,284716.21,22777.3,2026-05-11,VALID
2049,637,SME,ITA,BBB,M,OPERATING_LEASE,LCV,52722.61,44922.4,3978.73,841.77,2025-11-13,ACTIVE,VEHICLE,30804.2,0.2,1,SME_RETAIL,0.0025,0.17053077693918522,48059.36000000001,0.75,36044.52,2883.56,2026-05-11,VALID
2050,415,RETAIL,FRA,A,I,OPERATING_LEASE,PASSENGER_CAR,10402.6,6955.2,2545.4,84.72,2029-04-23,ACTIVE,VEHICLE,4225.81,0.2,1,RETAIL,0.001,0.22433709860363552,9415.88,0.75,7061.91,564.95,2026-05-11,VALID
2051,336,SME,DEU,AA,G,OPERATING_LEASE,PASSENGER_CAR,53532.49,17069.98,7662.44,28.89,2025-09-03,ACTIVE,REAL_ESTATE,19472.99,0.1,1,SME_RETAIL,0.0005,0.10169573538680501,24703.53,0.75,18527.65,1482.21,2026-05-11,VALID
2052,825,CORPORATE,ITA,A,A,OPERATING_LEASE,PASSENGER_CAR,849682.02,680218.63,81912.79,1720.44,2026-05-12,ACTIVE,VEHICLE,351137.35,0.2,1,CORPORATE,0.001,0.2207035266639627,760410.9800000001,1.0,760410.98,60832.88,2026-05-11,VALID
2053,747,RETAIL,FRA,A,F,FINANCE_LEASE,EQUIPMENT,5000.0,2832.71,0.0,16.85,2027-06-14,ACTIVE,VEHICLE,2528.06,0.2,1,RETAIL,0.001,0.1,2815.86,0.75,2111.9,168.95,2026-05-11,VALID
2054,316,RETAIL,FRA,BBB,C,FINANCE_LEASE,TRUCK,27710.12,19590.67,0.0,322.73,2029-02-11,ACTIVE,GUARANTEE,15517.96,0.15,1,RETAIL,0.0025,0.11040027631391833,19267.94,0.75,14450.95,1156.08,2026-05-11,VALID
2055,1049,CORPORATE,DEU,BBB,G,OPERATING_LEASE,PASSENGER_CAR,1240475.56,1144299.61,98682.87,12350.57,2028-06-08,ACTIVE,VEHICLE,892811.24,0.2,1,CORPORATE,0.0025,0.146862778245365,1230631.9100000001,1.0,1230631.91,98450.55,2026-05-11,VALID
2056,516,RETAIL,ITA,BBB,M,FINANCE_LEASE,TRUCK,18508.93,17541.99,0.0,291.5,2025-07-07,ACTIVE,VEHICLE,10619.54,0.2,1,RETAIL,0.0025,0.17762975428524058,17250.49,0.75,12937.87,1035.03,2026-05-11,VALID
2057,513,RETAIL,NLD,A,H,OPERATING_LEASE,TRUCK,18068.44,9112.63,4344.21,129.76,2025-11-06,ACTIVE,REAL_ESTATE,9615.69,0.1,1,RETAIL,0.001,0.12272273071070326,13327.079999999998,0.75,9995.31,799.62,2026-05-11,VALID
2058,717,SME,ITA,A,J,OPERATING_LEASE,LCV,58858.47,11239.1,3286.25,183.19,2025-07-01,ACTIVE,VEHICLE,8169.43,0.2,1,SME_RETAIL,0.001,0.19050935145054856,14342.16,0.75,10756.62,860.53,2026-05-11,VALID
2059,209,RETAIL,FRA,B,G,FINANCE_LEASE,PASSENGER_CAR,17995.53,10934.14,0.0,58.1,2024-08-04,ACTIVE,VEHICLE,10705.18,0.2,1,RETAIL,0.05,0.1,10876.039999999999,0.75,8157.03,652.56,2026-05-11,VALID
2060,631,CORPORATE,FRA,A,A,FINANCE_LEASE,PASSENGER_CAR,773982.14,487197.1,0.0,6825.85,2027-12-07,ACTIVE,VEHICLE,351311.47,0.2,1,CORPORATE,0.001,0.14522668852476078,480371.25,1.0,480371.25,38429.7,2026-05-11,VALID
2061,874,RETAIL,FRA,A,G,FINANCE_LEASE,LCV,5000.0,2824.65,0.0,4.38,2030-08-12,ACTIVE,VEHICLE,3208.61,0.2,1,RETAIL,0.001,0.1,2820.27,0.75,2115.2,169.22,2026-05-11,VALID
2062,193,RETAIL,ESP,A,L,OPERATING_LEASE,PASSENGER_CAR,8305.77,3570.19,717.52,49.24,2029-11-09,ACTIVE,VEHICLE,2353.43,0.2,1,RETAIL,0.001,0.19452870965230376,4238.47,0.75,3178.85,254.31,2026-05-11,VALID
2063,848,SME,ITA,B,L,FINANCE_LEASE,PASSENGER_CAR,30278.71,17361.94,0.0,169.18,2028-05-12,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.05,0.45,17192.76,0.75,12894.57,1031.57,2026-05-11,VALID
2064,59,RETAIL,FRA,BB,M,FINANCE_LEASE,PASSENGER_CAR,11438.83,6069.86,0.0,40.72,2025-10-03,ACTIVE,VEHICLE,6194.09,0.2,1,RETAIL,0.01,0.1,6029.139999999999,0.75,4521.85,361.75,2026-05-11,VALID
2065,906,SME,ESP,A,F,FINANCE_LEASE,PASSENGER_CAR,52305.73,47086.84,0.0,5113.43,2026-09-09,WATCHLIST,VEHICLE,52222.83,0.2,1,SME_RETAIL,0.001,0.1,41973.409999999996,0.75,31480.06,2518.4,2026-05-11,VALID
2066,54,SME,ITA,BBB,K,OPERATING_LEASE,LCV,88937.09,71491.23,18343.95,9.64,2028-04-04,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.0025,0.45,89825.54,0.75,67369.16,5389.53,2026-05-11,VALID
2067,263,RETAIL,FRA,A,C,OPERATING_LEASE,PASSENGER_CAR,9571.64,3870.01,2039.16,59.73,2027-09-13,ACTIVE,NONE,0.0,0.0,0,RETAIL,0.001,0.45,5849.4400000000005,0.75,4387.08,350.97,2026-05-11,VALID
2068,526,RETAIL,DEU,BBB,M,FINANCE_LEASE,LCV,12745.05,7185.41,0.0,76.99,2027-09-07,ACTIVE,VEHICLE,7264.09,0.2,1,RETAIL,0.0025,0.1,7108.42,0.75,5331.32,426.51,2026-05-11,VALID
2069,922,CORPORATE,BEL,A,C,FINANCE_LEASE,TRUCK,146105.85,81738.57,0.0,703.93,2028-07-18,ACTIVE,VEHICLE,73513.38,0.2,1,CORPORATE,0.001,0.1,81034.64000000001,1.0,81034.64,6482.77,2026-05-11,VALID
2070,1079,SME,FRA,A,M,FINANCE_LEASE,PASSENGER_CAR,115119.41,58670.19,0.0,621.55,2026-09-07,ACTIVE,VEHICLE,66063.69,0.2,1,SME_RETAIL,0.001,0.1,58048.64,0.75,43536.48,3482.92,2026-05-11,VALID
2071,704,CORPORATE,ESP,A,K,OPERATING_LEASE,PASSENGER_CAR,113609.71,11617.61,6022.0,63.11,2027-05-29,ACTIVE,VEHICLE,10825.95,0.2,1,CORPORATE,0.001,0.17753870224447416,17576.5,1.0,17576.5,1406.12,2026-05-11,VALID
2072,197,SME,ESP,A,M,FINANCE_LEASE,PASSENGER_CAR,236432.27,163453.92,0.0,2017.05,2028-07-11,ACTIVE,VEHICLE,178542.54,0.2,1,SME_RETAIL,0.001,0.1,161436.87000000002,0.75,121077.65,9686.21,2026-05-11,VALID
2073,582,SME,ITA,A,H,OPERATING_LEASE,PASSENGER_CAR,99375.7,70372.26,7527.36,321.74,2024-11-11,ACTIVE,REAL_ESTATE,48219.78,0.1,1,SME_RETAIL,0.001,0.15420667979068253,77577.87999999999,0.75,58183.41,4654.67,2026-05-11,VALID
2074,1181,SME,ITA,B,L,OPERATING_LEASE,TRUCK,52195.9,25355.01,4922.67,470.3,2024-03-27,ACTIVE,VEHICLE,13475.92,0.2,1,SME_RETAIL,0.05,0.22341196710344885,29807.379999999997,0.75,22355.53,1788.44,2026-05-11,VALID
2075,136,RETAIL,ITA,BBB,A,OPERATING_LEASE,LCV,17387.82,14978.14,4169.6,233.61,2030-10-03,ACTIVE,VEHICLE,8525.27,0.2,1,RETAIL,0.0025,0.2237940576701122,18914.129999999997,0.75,14185.6,1134.85,2026-05-11,VALID
2076,1074,CORPORATE,FRA,B,L,OPERATING_LEASE,TRUCK,3165507.15,2961426.75,160624.31,52347.9,2030-05-01,ACTIVE,VEHICLE,2833531.07,0.2,1,CORPORATE,0.05,0.1,3069703.16,1.0,3069703.16,245576.25,2026-05-11,VALID
2077,579,CORPORATE,ITA,BBB,C,FINANCE_LEASE,EQUIPMENT,100000.0,78162.15,0.0,1118.02,2026-04-05,ACTIVE,VEHICLE,84786.88,0.2,1,CORPORATE,0.0025,0.1,77044.12999999999,1.0,77044.13,6163.53,2026-05-11,VALID
2078,6,CORPORATE,ITA,BBB,J,OPERATING_LEASE,PASSENGER_CAR,851300.76,753466.52,68846.57,1219.48,2027-03-02,ACTIVE,VEHICLE,504482.64,0.2,1,CORPORATE,0.0025,0.1779670704050419,821093.6100000001,1.0,821093.61,65687.49,2026-05-11,VALID
2079,1042,SME,ITA,BBB,M,OPERATING_LEASE,LCV,32204.0,15739.78,5284.14,164.05,2029-12-11,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.0025,0.45,20859.870000000003,0.75,15644.9,1251.59,2026-05-11,VALID
2080,41,SME,DEU,B,K,FINANCE_LEASE,PASSENGER_CAR,104278.46,91016.03,0.0,1281.26,2026-08-28,ACTIVE,VEHICLE,78975.41,0.2,1,SME_RETAIL,0.05,0.10357250260963502,89734.77,0.75,67301.08,5384.09,2026-05-11,VALID
2081,555,RETAIL,FRA,BBB,H,FINANCE_LEASE,PASSENGER_CAR,27437.57,24461.25,0.0,3317.56,2025-11-10,WATCHLIST,REAL_ESTATE,23513.24,0.1,1,RETAIL,0.0025,0.1,21143.69,0.75,15857.77,1268.62,2026-05-11,VALID
2082,293,CORPORATE,ESP,A,J,OPERATING_LEASE,PASSENGER_CAR,553411.76,338251.02,120332.24,4631.35,2025-08-06,ACTIVE,VEHICLE,223697.9,0.2,1,CORPORATE,0.001,0.2120219221018367,453951.91000000003,1.0,453951.91,36316.15,2026-05-11,VALID
2083,876,CORPORATE,DEU,A,K,OPERATING_LEASE,PASSENGER_CAR,822115.98,152625.02,113490.88,1635.16,2031-04-16,ACTIVE,REAL_ESTATE,100040.73,0.1,1,CORPORATE,0.001,0.23085018988528236,264480.74,1.0,264480.74,21158.46,2026-05-11,VALID
2084,85,RETAIL,ITA,BB,H,FINANCE_LEASE,LCV,6171.41,1154.53,0.0,104.8,2029-11-28,WATCHLIST,VEHICLE,1207.28,0.2,1,RETAIL,0.01,0.1,1049.73,0.75,787.3,62.98,2026-05-11,VALID
2085,137,CORPORATE,ITA,BBB,J,OPERATING_LEASE,LCV,223880.76,106360.21,49116.97,1192.96,2025-06-23,ACTIVE,VEHICLE,56791.1,0.2,1,CORPORATE,0.0025,0.2469336721538988,154284.22,1.0,154284.22,12342.74,2026-05-11,VALID
2086,798,RETAIL,ITA,AAA,L,OPERATING_LEASE,PASSENGER_CAR,14920.69,10623.87,1279.66,16.63,2028-12-27,ACTIVE,VEHICLE,10472.93,0.2,1,RETAIL,0.0003,0.10330654754393492,11886.900000000001,0.75,8915.18,713.21,2026-05-11,VALID
2087,1491,RETAIL,DEU,BB,L,OPERATING_LEASE,PASSENGER_CAR,22988.09,11522.89,5218.59,134.87,2025-10-21,ACTIVE,VEHICLE,6338.42,0.2,1,RETAIL,0.01,0.24312944664805156,16606.61,0.75,12454.96,996.4,2026-05-11,VALID
2088,60,RETAIL,FRA,B,I,OPERATING_LEASE,LCV,8615.82,6633.02,762.61,61.82,2031-07-22,ACTIVE,VEHICLE,3795.54,0.2,1,RETAIL,0.05,0.2050888010461138,7333.81,0.75,5500.36,440.03,2026-05-11,VALID
2089,692,CORPORATE,ESP,BBB,G,FINANCE_LEASE,LCV,994020.49,738367.95,0.0,7452.95,2030-09-07,ACTIVE,VEHICLE,494708.71,0.2,1,CORPORATE,0.0025,0.16048625517331014,730915.0,1.0,730915.0,58473.2,2026-05-11,VALID
2090,1204,SME,ESP,B,F,OPERATING_LEASE,LCV,71980.33,16789.22,6420.7,25.07,2027-06-25,ACTIVE,VEHICLE,12407.63,0.2,1,SME_RETAIL,0.05,0.20015488993890407,23184.850000000002,0.75,17388.64,1391.09,2026-05-11,VALID
2091,437,RETAIL,FRA,BBB,A,OPERATING_LEASE,PASSENGER_CAR,13361.14,2264.55,1700.77,40.94,2026-10-03,ACTIVE,VEHICLE,2696.5,0.2,1,RETAIL,0.0025,0.1576078259495767,3924.38,0.75,2943.28,235.46,2026-05-11,VALID
2092,740,SME,DEU,BBB,J,OPERATING_LEASE,PASSENGER_CAR,74153.79,50813.96,18324.95,852.56,2024-04-04,ACTIVE,VEHICLE,41640.93,0.2,1,SME_RETAIL,0.0025,0.17925635357578787,68286.35,0.75,51214.76,4097.18,2026-05-11,VALID
2094,1092,SME,ITA,B,M,OPERATING_LEASE,LCV,127673.57,113406.97,20531.79,2040.17,2027-03-15,ACTIVE,VEHICLE,117896.58,0.2,1,SME_RETAIL,0.05,0.1,131898.59,0.75,98923.94,7913.92,2026-05-11,VALID
2095,440,SME,ESP,AAA,C,FINANCE_LEASE,PASSENGER_CAR,101981.19,84813.36,0.0,1431.05,2026-08-08,ACTIVE,VEHICLE,58419.31,0.2,1,SME_RETAIL,0.0003,0.1538264135402341,83382.31,0.75,62536.73,5002.94,2026-05-11,VALID
2096,1127,SME,DEU,BBB,H,OPERATING_LEASE,PASSENGER_CAR,68618.37,31297.82,8367.37,486.3,2028-05-26,ACTIVE,VEHICLE,28728.02,0.2,1,SME_RETAIL,0.0025,0.14468929313719708,39178.89,0.75,29384.17,2350.73,2026-05-11,VALID
2097,1014,CORPORATE,FRA,AA,K,OPERATING_LEASE,PASSENGER_CAR,860141.38,492392.44,72803.37,9160.99,2026-04-24,ACTIVE,REAL_ESTATE,487410.31,0.1,1,CORPORATE,0.0005,0.1,556034.8200000001,1.0,556034.82,44482.79,2026-05-11,VALID
2099,662,CORPORATE,BEL,A,I,FINANCE_LEASE,PASSENGER_CAR,5000000.0,4171161.38,0.0,10223.41,2025-07-19,ACTIVE,VEHICLE,2442955.32,0.2,1,CORPORATE,0.001,0.18560738118862172,4160937.9699999997,1.0,4160937.97,332875.04,2026-05-11,VALID
2100,1389,CORPORATE,ITA,A,C,OPERATING_LEASE,LCV,797163.96,439458.08,168137.09,1405.21,2025-06-14,ACTIVE,VEHICLE,421168.0,0.2,1,CORPORATE,0.001,0.15546190504375884,606189.96,1.0,606189.96,48495.2,2026-05-11,VALID
2101,1312,CORPORATE,ITA,B,A,FINANCE_LEASE,EQUIPMENT,2695436.51,2492529.01,0.0,3585.92,2029-05-31,ACTIVE,VEHICLE,1254588.8,0.2,1,CORPORATE,0.05,0.20886183359861393,2488943.09,1.0,2488943.09,199115.45,2026-05-11,VALID
2102,1486,RETAIL,FRA,A,G,FINANCE_LEASE,PASSENGER_CAR,19845.58,10297.31,0.0,86.35,2027-03-29,ACTIVE,VEHICLE,8729.62,0.2,1,RETAIL,0.001,0.11062058807399103,10210.96,0.75,7658.22,612.66,2026-05-11,VALID
2103,1014,CORPORATE,FRA,AA,K,OPERATING_LEASE,PASSENGER_CAR,156396.53,13606.01,18939.61,44.56,2029-03-19,ACTIVE,VEHICLE,10237.81,0.2,1,CORPORATE,0.0005,0.26180020590097675,32501.06,1.0,32501.06,2600.08,2026-05-11,VALID
2104,539,RETAIL,FRA,BB,I,FINANCE_LEASE,PASSENGER_CAR,15101.22,8402.71,0.0,5.81,2026-05-01,ACTIVE,VEHICLE,8993.49,0.2,1,RETAIL,0.01,0.1,8396.9,0.75,6297.67,503.81,2026-05-11,VALID
2105,165,SME,ESP,B,M,OPERATING_LEASE,PASSENGER_CAR,46086.51,34532.91,4548.11,356.95,2030-04-02,ACTIVE,GUARANTEE,34845.02,0.15,1,SME_RETAIL,0.05,0.1,38724.07000000001,0.75,29043.05,2323.44,2026-05-11,VALID
2106,189,SME,FRA,BBB,H,FINANCE_LEASE,EQUIPMENT,171650.51,160740.68,0.0,986.99,2030-05-17,ACTIVE,NONE,0.0,0.0,0,SME_RETAIL,0.0025,0.45,159753.69,0.75,119815.27,9585.22,2026-05-11,VALID
2107,1427,RETAIL,FRA,BB,K,FINANCE_LEASE,EQUIPMENT,22478.71,3255.63,0.0,12.93,2025-09-04,ACTIVE,GUARANTEE,2014.18,0.15,1,RETAIL,0.01,0.1652099947574552,3242.7000000000003,0.75,2432.02,194.56,2026-05-11,VALID
2108,545,RETAIL,FRA,D,J,OPERATING_LEASE,PASSENGER_CAR,15876.96,7088.8,3253.86,3188.34,2024-07-26,DEFAULT,VEHICLE,5083.26,0.2,1,DEFAULTED,1.0,0.1510554741750439,7154.32,1.5,10731.48,858.52,2026-05-11,VALID
2109,166,RETAIL,ESP,B,L,FINANCE_LEASE,EQUIPMENT,12440.19,7190.24,0.0,82.43,2027-10-11,ACTIVE,VEHICLE,5042.89,0.2,1,RETAIL,0.05,0.1513439864036883,7107.8099999999995,0.75,5330.86,426.47,2026-05-11,VALID
